"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"PASO 1 — Alta de acceso FTTH (service-activation).","3","test_e2e_01_alta[Huawei-Claro]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PASO 3 — Cambio Plan Comercial 100M/20M -> 200M/50M (service-modification).","4","test_e2e_03_modificacion[Nokia-Generico]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Agregar servicio VoIP a acceso Huawei FTTH existente.

        El cliente ya tiene internet y pide agregar telefonía VoIP.
        Komands crea un service-port adicional en la OLT Huawei con la
        configuración de VoIP. Nokia no tiene este comando — solo Huawei.

        Resultado esperado: HTTP 202.
        ","4","test_mod24_add_service_voip_huawei_devuelve_202","tests.api","2026-07-20","passed","2026-07-20","TestModificacionNuevosServicios","test_modification","",""
"
        ESCENARIO: Consulta de estado con token de API VNO (no token de portal).

        ServiceNow usa su token VNO para consultar el estado de una operación
        que encoló previamente. El endpoint debe aceptar tokens de API VNO
        con scope komands:query, no solo tokens de portal con transaction:read.

        Resultado esperado: HTTP 200.
        ","4","test_ops07_vno_api_token_puede_consultar_estado[TCH[00]-service-modification-service-modification]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionVNOToken","test_operation_status","",""
"
        ESCENARIO: Consulta de estado con UUID real (el que devolvió el POST).

        ServiceNow consulta el estado de una operación asíncrona usando el
        txn_id que recibió en la respuesta 202 del POST correspondiente.

        Resultado esperado: HTTP 200 con txn_id, status y result.
        ","4","test_ops01_estado_uuid_valido_devuelve_200[service-modification-service-modification]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionOK","test_operation_status","",""
"
        Cambio de fibra: el par de identificadores (OLT + ONT ID) está incompleto.

        El servidor real devuelve u_return_code=11 cuando no puede resolver
        la ruta de destino por falta de alguno de los campos del par.
        Solo aplica a fiber-change.
        ","4","test_rc008_cambio_fibra_par_identificador_incompleto","tests.api","2026-07-20","passed","2026-07-20","TestCodigosRealesJeffrey","test_return_codes_real","",""
"
        ESCENARIO: Usuario con rol OPERATOR intenta POST /users.

        El OPERATOR opera la red pero no gestiona usuarios. Si pudiera
        crear usuarios, podría crear cuentas con más privilegios que los suyos
        (escalación de privilegios).

        Resultado esperado: HTTP 403 Forbidden
        ","3","test_rbac09_operator_no_puede_crear_usuarios","tests.security","2026-07-20","passed","2026-07-20","TestRBAC","test_rbac","",""
"
        ESCENARIO: Cambio de velocidad Huawei FTTH.

        Valida que el endpoint acepta modificaciones en equipos Huawei.

        Resultado esperado: HTTP 202.
        ","3","test_mod04_huawei_speed_change_devuelve_202","tests.api","2026-07-20","passed","2026-07-20","TestModificacionValida","test_modification","",""
"PASO 8 — Consultar estado Baja. Cierra el ciclo de vida del acceso.","3","test_e2e_08_estado_baja[Nokia-Claro]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Usuario con rol OPERATOR intenta POST /activation.

        El OPERATOR existe precisamente para ejecutar operaciones de red.
        Es el rol del técnico de provisión.

        Resultado esperado: HTTP 202 Accepted
        ","3","test_rbac02_operator_puede_activar","tests.security","2026-07-20","passed","2026-07-20","TestRBAC","test_rbac","",""
"
        ESCENARIO: Consulta de acceso con source=live (PV-QRY-002).

        Con source=live Komands dispara SSH a la OLT y retorna el estado
        en tiempo real, sin pasar por caché Redis. Es más lento que cache
        pero garantiza datos actualizados. El mock devuelve source=live
        en la respuesta para confirmar que el parámetro fue procesado.

        Resultado esperado: HTTP 200 con campo source == ""live"".
        ","3","test_qry07_acceso_source_live_devuelve_200[DTV[05]]","tests.api","2026-07-20","passed","2026-07-20","TestConsultaAcceso","test_queries","",""
"
        ESCENARIO: Operación completada → Komands envía callback → tabla
        transaction_listener registra una fila con status=DELIVERED.

        Resultado esperado: SELECT COUNT(*) FROM transaction_listener
        WHERE txn_id=X AND status='DELIVERED' = 1.
        ","0","test_db10_callback_entregado_registrado_en_transaction_listener","tests.api","2026-07-20","skipped","2026-07-20","TestTransactionListener","test_database","",""
"
        ESCENARIO: 20 operaciones simultáneas sobre la misma OLT.

        Komands debe serializar las operaciones sobre una OLT para evitar
        condiciones de carrera en el SSH. Las 20 solicitudes deben encolarse
        y ejecutarse secuencialmente — ninguna debe fallar con KMD-5020 o
        KMD-3003 por conflicto concurrente.

        Herramienta: 20 llamadas paralelas con mismo olt_name.
        Resultado esperado: Todas con 202 ACCEPTED, se ejecutan en serie.
        ","0","test_per04_concurrencia_20ops_misma_olt","tests.api","2026-07-20","skipped","2026-07-20","TestRendimientoBajoCarga","test_performance","",""
"
        ESCENARIO: Reset Nokia FTTH — timeout de conexión SSH a la OLT.

        Resultado esperado: HTTP 202 con estado FAILED y error_code KMD-5020.
        ","4","test_rst18_nokia_ssh_timeout_retorna_failed","tests.api","2026-07-20","passed","2026-07-20","TestResetSSHTimeout","test_reset_ont","",""
"
        ESCENARIO: Usuario con rol OPERATOR activa desde el portal.

        OPERATOR tiene activation:write — es el rol operativo principal.

        Resultado esperado: HTTP 202.
        ","4","test_act13_operator_puede_activar","tests.api","2026-07-20","passed","2026-07-20","TestActivacionRBACPortal","test_activation","",""
"
        ESCENARIO: Swap Huawei FTTH — VNO DTV.

        Huawei requiere que el service-port INDEX del ONT viejo se pase
        en el payload (Riesgo R10).

        Resultado esperado: HTTP 202.
        ","4","test_ont02_huawei_ftth_dtv_devuelve_202","tests.api","2026-07-20","passed","2026-07-20","TestSwapValido","test_device_modification","",""
"
        ESCENARIO: Consulta válida — verificar contrato de respuesta.

        La respuesta debe incluir: access_id, ont_serial, status, olt_name, source.
        Estos campos los consume el FlowDesigner de ServiceNow.

        Resultado esperado: HTTP 200 con todos los campos presentes.
        ","4","test_qry02_respuesta_contiene_campos_obligatorios[CVTR[02]]","tests.api","2026-07-20","passed","2026-07-20","TestConsultaAcceso","test_queries","",""
"","0","test_modification_sync","tests.integration","2026-07-20","skipped","2026-07-20","TestAPIMFlowsVNO03","test_blueplanet_flows","",""
"
        ESCENARIO: build_activation con product=""GPON"".

        El Command Builder solo conoce FTTH y SSAA. Un producto desconocido
        no tiene template de comandos.

        Resultado esperado: CommandBuilderError con mención de ""GPON"".
        ","1","test_activacion_producto_desconocido_lanza_error","tests.unit","2026-07-20","passed","2026-07-20","TestValidacionVendorProducto","test_command_builder","",""
"
        ESCENARIO: Cliente Nokia FTTH en OLT-SAN-001 migra de puerto PON 3 a puerto PON 4
        en la misma OLT (por mantenimiento del puerto origen).

        Komands ejecuta baja en el puerto origen y alta en el puerto destino
        usando comandos Nokia ISAM CLI vía SSH. El servicio del cliente se interrumpe
        brevemente durante el cambio.

        Resultado esperado: HTTP 202 con txn_id para rastrear el resultado.
        ","4","test_fm01_nokia_gpon_reasignacion_puerto_pon_devuelve_202","tests.api","2026-07-20","passed","2026-07-20","TestFiberModificationHappyPath","test_fiber_modification","",""
"
        ESCENARIO: Baja Nokia FTTH — VNO CVTR (ClaroVTR).

        Valida que el endpoint acepta bajas de CVTR con su propio token.

        Resultado esperado: HTTP 202.
        ","4","test_baj03_nokia_ftth_clarovtr_devuelve_202","tests.api","2026-07-20","passed","2026-07-20","TestBajaValida","test_deactivation","",""
"PV-CAN: Cancelación encola baja — combinaciones VNO × OLT faltantes.","4","test_can_matriz_cancelacion_exitosa[ids3-CVTR-OLT-VAL-002-True-CVTR/Huawei-MA5800]","tests.api","2026-07-20","passed","2026-07-20","","test_cancel_order","",""
"PV-RST: ONT no encontrado (KMD-2002) — combinaciones VNO × OLT faltantes.","3","test_rst_matriz_ont_not_found[PV-RST-287-ENTEL-OLT-SCL-011-True]","tests.api","2026-07-20","passed","2026-07-20","","test_reset_ont","",""
"PV-CAN: Sin provisión activa → NO_ACTION — combinaciones VNO × OLT faltantes.","3","test_can_matriz_sin_provision_activa[ids8-TCH-OLT-SAN-001-False-TCH/Nokia-FTTH]","tests.api","2026-07-20","passed","2026-07-20","","test_cancel_order","",""
"PASO 4 — Consultar estado Modificacion.","3","test_e2e_04_estado_modificacion[Nokia-Entel]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PASO 6 — Consultar estado Cambio Dispositivo.","4","test_e2e_06_estado_cambio_dispositivo[Nokia-DTV]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Conmutación BP→Komands — flag FTTH activado para la VNO seleccionada.

        Cuando el Feature Flag está activo para la VNO+FTTH, Komands debe
        procesar la baja y devolver 202+ACCEPTED. Es la condición normal
        de operación para los VNOs que ya migraron a Komands.

        Resultado esperado: HTTP 202.
        ","7","test_flg01_flag_activo_baja_devuelve_202[DTV[05]]","tests.api","2026-07-20","passed","2026-07-20","TestFeatureFlagsBaja","test_feature_flags_postventa","",""
"
        ESCENARIO: Huawei FTTH — cambio de puerto PON en la misma OLT Huawei.

        Misma lógica que FIB-01 pero con comandos Huawei (display/undo ont).
        Komands debe manejar la secuencia de comandos Huawei correctamente.

        Resultado esperado: HTTP 202 con status=PENDING y txn_id.
        ","5","test_fib03_huawei_ftth_cambio_puerto_pon_acepta_y_encola[DTV[05]]","tests.api","2026-07-20","passed","2026-07-20","TestFiberChangeHappyPath","test_fiber_change","",""
"
        ESCENARIO: Baja Huawei FTTH — el ONT ID no existe en la OLT.

        Mismo escenario que BAJ-18 pero para equipos Huawei MA5800.
        El error es el mismo código porque el problema es de negocio, no del vendor.

        Resultado esperado: HTTP 202 con estado FAILED y error_code KMD-2002.
        ","4","test_baj19_huawei_ont_no_encontrado_retorna_failed","tests.api","2026-07-20","passed","2026-07-20","TestBajaONTNoEncontrado","test_deactivation","",""
"PASO 8 — Consultar estado Baja. Cierra el ciclo de vida del acceso.","4","test_e2e_08_estado_baja[Nokia-DTV]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Consulta de estado con token de API VNO (no token de portal).

        ServiceNow usa su token VNO para consultar el estado de una operación
        que encoló previamente. El endpoint debe aceptar tokens de API VNO
        con scope komands:query, no solo tokens de portal con transaction:read.

        Resultado esperado: HTTP 200.
        ","3","test_ops07_vno_api_token_puede_consultar_estado[TCH[00]-device-modification-device-modification]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionVNOToken","test_operation_status","",""
"PV-PAR-297: Paridad Cambio de ONT FTTH DirecTV/Huawei MA5800 — Komands ≡ BluePlanet.","0","test_par297_dtv_huawei5800_cambio_ont_paridad_komands_blueplanet","tests.api","2026-07-20","skipped","2026-07-20","TestParidadDTVHuaweiMA5800","test_par_provision","",""
"
        ESCENARIO: Baja Nokia FTTH — el ONT ID no existe en la OLT.

        Komands consulta la OLT por el ONT y recibe respuesta ""no encontrado"".
        Sin ONT al que apuntar, la operación se aborta antes de enviar comandos.

        Resultado esperado: HTTP 202 con estado FAILED y error_code KMD-2002.
        ","3","test_baj18_nokia_ont_no_encontrado_retorna_failed","tests.api","2026-07-20","passed","2026-07-20","TestBajaONTNoEncontrado","test_deactivation","",""
"
        ESCENARIO: Rol AUDITOR intenta consultar estado de operación.

        AUDITOR solo tiene audit:read — no tiene transaction:read.
        Las consultas de estado de operación requieren transaction:read.

        Resultado esperado: HTTP 403.
        ","3","test_ops06_auditor_sin_transaction_read_devuelve_403[service-activation-service-activation]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionAuth","test_operation_status","",""
"
        ESCENARIO: Reducción de velocidad Nokia FTTH — de 200M a 50M/10M (downgrade).

        PV-MOD-001 distingue explícitamente upgrade y downgrade.
        La OLT Nokia acepta ambos con el mismo comando — la diferencia es
        solo el perfil destino (menor capacidad). El endpoint debe aceptarlo igual.

        Resultado esperado: HTTP 202.
        ","4","test_mod27_nokia_speed_change_downgrade_devuelve_202","tests.api","2026-07-20","passed","2026-07-20","TestModificacionNuevosServicios","test_modification","",""
"
        ESCENARIO: Rol VIEWER intenta consultar estado de operación.

        VIEWER solo tiene transaction:read — en el mock de prueba sí puede
        consultar, pero este test verifica que el endpoint requiere autenticación
        correcta. El rol VIEWER con transaction:read SÍ debe tener acceso.

        Resultado esperado: HTTP 200 (VIEWER tiene transaction:read).
        ","3","test_ops05_viewer_no_puede_consultar_estado[pon-transfer-pon-transfer]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionAuth","test_operation_status","",""
"
        ESCENARIO: Activación Huawei — pasos 1 y 2 OK, paso 3 lanza excepción SSH.

        Komands revierte pasos 2 y 1 en orden inverso (rollback asimétrico Huawei).

        Resultado esperado: HTTP 202 con status=ROLLED_BACK y error_code=KMD-5021.
        ","4","test_rbk02_huawei_paso_critico_falla_retorna_rolled_back","tests.api","2026-07-20","passed","2026-07-20","TestRollbackAutomatico","test_rollback","",""
"PASO 3 — Cambio Plan Comercial 100M/20M -> 200M/50M (service-modification).","4","test_e2e_03_modificacion[Huawei-DTV]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PV-RST: Reset exitoso — combinaciones VNO × OLT faltantes en la matriz.","4","test_rst_matriz_success[PV-RST-290-TCH-OLT-SCL-010-False]","tests.api","2026-07-20","passed","2026-07-20","","test_reset_ont","",""
"
        ESCENARIO: Cada VNO autorizado envía una activación.

        VNOs verificados en portal real (onf-komands.cl:9010) — 2026-06-17:
        DTV, VTR, ENTEL, TCH, Claro, GTD, WOM, Genérico.
        Si alguno falla con 403, ese VNO no está en la lista del mock.

        Resultado esperado: HTTP 202 para cada VNO.
        ","4","test_act17_todos_los_vnos_pueden_activar[Gen\xe9rico]","tests.api","2026-07-20","passed","2026-07-20","TestActivacionMultiVNO","test_activation","",""
"PASO 4 — Consultar estado Modificacion.","3","test_e2e_04_estado_modificacion[Huawei-WOM]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Cada VNO autorizado envía una baja.

        Los 4 VNOs (DTV, CVTR, ENTEL, TCH) deben recibir 202.

        Resultado esperado: HTTP 202 para cada VNO.
        ","4","test_baj15_todos_los_vnos_pueden_dar_de_baja[CVTR]","tests.api","2026-07-20","passed","2026-07-20","TestBajaMultiVNO","test_deactivation","",""
"
        ESCENARIO: Una transacción IN_PROGRESS existía cuando se conmutó el flag.

        Precondición: transaction(txn_id='uuid-activo', status='IN_PROGRESS').
        Acción: Conmutar feature_flag ON→OFF mientras la transacción sigue activa.
        Resultado esperado:
          - La transacción queda con status='INTERRUPTED'.
          - transaction_error registra reason='FEATURE_FLAG_SWITCHED'.
          - audit_log registra el incidente con txn_id afectado.
          - L2 MOS-iT es notificado para reconciliación manual.

        Referencia: LLD v2.2 — ""Estados parciales: INTERRUPTED en PostgreSQL para
        reconciliación manual"".
        ","0","test_regff03_txn_activa_al_conmutar_queda_interrupted","tests.feature_flags","2026-07-20","skipped","2026-07-20","TestTransaccionesInterrumpidas","test_feature_flags","",""
"
        ESCENARIO: Activación Nokia FTTH con servicio VoIP.

        VoIP usa Q4/P5 — mayor prioridad que Internet.
        Es crítico para la calidad de voz (latencia < 150ms).

        Resultado esperado: los comandos contienen Q4 y P5.
        ","0","test_nokia_ftth_activation_voip_qos_q4_p5","tests.unit","2026-07-20","passed","2026-07-20","TestNokiaFTTH","test_command_builder","",""
"PASO 3 — Cambio Plan Comercial 100M/20M -> 200M/50M (service-modification).","3","test_e2e_03_modificacion[Nokia-GTD]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Reset Nokia FTTH.

        El comando 'reset' aplicado sobre la interfaz del ONT fuerza
        un reinicio del equipo. Es el paso único de esta operación.

        Resultado esperado: los comandos contienen 'reset'.
        ","0","test_nokia_reset_contiene_comando_reset","tests.unit","2026-07-20","passed","2026-07-20","TestResetONT","test_command_builder","",""
"PV-ONT: Alta falla → ROLLED_BACK — combinaciones VNO × OLT faltantes.

    El centinela new_serial_ont=""FAIL00000000"" hace que el mock devuelva ROLLED_BACK
    (simula que la baja del ONT viejo fue exitosa pero el alta del nuevo falló).
    ","4","test_ont_matriz_fallo_alta_rolled_back[PV-ONT-269-TCH-OLT-SCL-010-False]","tests.api","2026-07-20","passed","2026-07-20","","test_device_modification","",""
"PV-PAR-296: Paridad Modificación velocidad FTTH DirecTV/Huawei MA5800 — Komands ≡ BluePlanet.","0","test_par296_dtv_huawei5800_modificacion_paridad_komands_blueplanet","tests.api","2026-07-20","skipped","2026-07-20","TestParidadDTVHuaweiMA5800","test_par_provision","",""
"
        ESCENARIO: Cada VNO autorizado envía una activación.

        VNOs verificados en portal real (onf-komands.cl:9010) — 2026-06-17:
        DTV, VTR, ENTEL, TCH, Claro, GTD, WOM, Genérico.
        Si alguno falla con 403, ese VNO no está en la lista del mock.

        Resultado esperado: HTTP 202 para cada VNO.
        ","4","test_act17_todos_los_vnos_pueden_activar[TCH]","tests.api","2026-07-20","passed","2026-07-20","TestActivacionMultiVNO","test_activation","",""
"PASO 3 — Cambio Plan Comercial 100M/20M -> 200M/50M (service-modification).","3","test_e2e_03_modificacion[Nokia-ENTEL]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PASO 8 — Consultar estado Baja. Cierra el ciclo de vida del acceso.","4","test_e2e_08_estado_baja[Huawei-GTD]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Cambio de fibra cross-vendor — OLT Huawei origen (OLT-SAN-002),
        OLT Nokia destino (OLT-SAN-001).

        El cliente migra de plataforma Huawei a Nokia. Komands debe soportar
        la combinación de fabricantes sin rechazar la solicitud: usa el adapter
        Huawei para la baja y el adapter Nokia para el alta.

        Resultado esperado: HTTP 202 con status=ACCEPTED y txn_id.
        ","5","test_fib08_cross_vendor_huawei_a_nokia_acepta_y_encola[CVTR[02]]","tests.api","2026-07-20","passed","2026-07-20","TestFiberChangeCrossVendorReverso","test_fiber_change","",""
"
        ESCENARIO: Verificar que no hay transacciones IN_PROGRESS antes de la conmutación.

        Precondición: Sistema en estado estable (sin cargas activas).
        Acción: SELECT COUNT(*) FROM transaction WHERE status='IN_PROGRESS'.
        Resultado esperado:
          - COUNT = 0 → conmutación habilitada.
          - Si COUNT > 0 → sistema retorna ConmutacionBloqueada + lista de txn_id activos.

        Referencia: LLD v2.2 — ""Antes de conmutar: verificar cero IN_PROGRESS en Dynatrace"".
        ","0","test_regff02_cero_in_progress_antes_de_conmutar","tests.feature_flags","2026-07-20","skipped","2026-07-20","TestPreCondicionConmutacion","test_feature_flags","",""
"PASO 6 — Consultar estado Cambio Dispositivo.","4","test_e2e_06_estado_cambio_dispositivo[Huawei-CVTR]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Baja Nokia SSAA — VNO ENTEL, servicio SSAA grupo A.

        SSAA Nokia Entel es el primer escenario SSAA del plan de pruebas.
        El campo service_type=""SSAA"" cambia la lógica de comandos CLI en la OLT.

        Resultado esperado: HTTP 202.
        ","4","test_baj22_nokia_ssaa_entel_devuelve_202","tests.api","2026-07-20","passed","2026-07-20","TestBajaSSAA","test_deactivation","",""
"PV-PAR-318: Paridad Cambio de ONT FTTH Entel/Huawei MA5800 — Komands ≡ BluePlanet.","0","test_par318_entel_huawei5800_cambio_ont_paridad_komands_blueplanet","tests.api","2026-07-20","skipped","2026-07-20","TestParidadENTELHuawei","test_par_provision","",""
"PASO 1 — Alta de acceso FTTH (service-activation).","3","test_e2e_01_alta[Nokia-VTR]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Consulta de estado con token de API VNO (no token de portal).

        ServiceNow usa su token VNO para consultar el estado de una operación
        que encoló previamente. El endpoint debe aceptar tokens de API VNO
        con scope komands:query, no solo tokens de portal con transaction:read.

        Resultado esperado: HTTP 200.
        ","4","test_ops07_vno_api_token_puede_consultar_estado[ENTEL[03]-pon-transfer-pon-transfer]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionVNOToken","test_operation_status","",""
"","0","test_modification_async","tests.integration","2026-07-20","skipped","2026-07-20","TestAPIMFlowsVNO03","test_blueplanet_flows","",""
"
        ESCENARIO: Usuario con rol VIEWER intenta GET /audit-log.

        El audit_log contiene datos sensibles (IPs, acciones de usuarios,
        intentos fallidos). El VIEWER no tiene acceso — solo el AUDITOR
        y el ADMIN pueden revisarlo.

        Resultado esperado: HTTP 403 Forbidden
        ","3","test_rbac07_viewer_no_puede_ver_audit_log","tests.security","2026-07-20","passed","2026-07-20","TestRBAC","test_rbac","",""
"
        ESCENARIO: El campo operation en la respuesta refleja el endpoint llamado.

        Permite que el consumidor verifique que está leyendo el estado
        del tipo de operación correcto y no hay confusión de rutas.

        Resultado esperado: campo operation == nombre del endpoint.
        ","4","test_ops02_estado_devuelve_operacion_correcta[service-activation-service-activation]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionOK","test_operation_status","",""
"PV-CAN: Cancelación encola baja — combinaciones VNO × OLT faltantes.","5","test_can_matriz_cancelacion_exitosa[ids9-TCH-OLT-SCL-010-False-TCH/Nokia-SSAA]","tests.api","2026-07-20","passed","2026-07-20","","test_cancel_order","",""
"PV-PAR-320: Paridad Modificación velocidad FTTH Movistar/Nokia — Komands ≡ BluePlanet.","0","test_par320_tch_nokia_ftth_modificacion_paridad_komands_blueplanet","tests.api","2026-07-20","skipped","2026-07-20","TestParidadTCHNokiaFTTH","test_par_provision","",""
"PASO 7 — Baja de acceso con serial post-swap (unsubscription).","4","test_e2e_07_baja[Nokia-Generico]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PASO 2 — Consultar estado Alta.","3","test_e2e_02_estado_alta[Huawei-DTV]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Los 4 VNOs autorizados pueden resetear un ONT.

        Resultado esperado: HTTP 202 para cada VNO.
        ","4","test_rst15_todos_los_vnos_pueden_resetear[DTV]","tests.api","2026-07-20","passed","2026-07-20","TestResetMultiVNO","test_reset_ont","",""
"PASO 4 — Consultar estado Modificacion.","3","test_e2e_04_estado_modificacion[Nokia-WOM]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PV-MOD: Modificación — combinaciones VNO × OLT × operación faltantes en la matriz.","4","test_mod_matriz[PV-MOD-222-DTV-OLT-SAN-003-True-BLOCK]","tests.api","2026-07-20","passed","2026-07-20","","test_modification","",""
"PV-CAN: Sin provisión activa → NO_ACTION — combinaciones VNO × OLT faltantes.","4","test_can_matriz_sin_provision_activa[ids0-DTV-OLT-SAN-002-True-DTV/Huawei-MA5800]","tests.api","2026-07-20","passed","2026-07-20","","test_cancel_order","",""
"PASO 3 — Cambio Plan Comercial 100M/20M -> 200M/50M (service-modification).","3","test_e2e_03_modificacion[Huawei-Entel]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: El array steps[] en la respuesta de consulta de estado tiene
        step_order correlativo y sin huecos.

        PV-DB-005 distingue este caso de DB-003 (tabla directa):
        verifica que el campo step_order en el JSON de la API también
        viene ordenado y sin saltos (1, 2, 3...), no solo en la BD.

        Resultado esperado: [step[""step_order""] for step in data[""steps""]] == list(range(1, n+1)).
        ","0","test_db05_steps_step_order_correlativo_en_respuesta","tests.api","2026-07-20","skipped","2026-07-20","TestIntegridadBaseDatos","test_database","",""
"
        ESCENARIO: Request de modificación sin header Authorization.

        Resultado esperado: HTTP 401.
        ","2","test_mod07_sin_token_devuelve_401","tests.api","2026-07-20","passed","2026-07-20","TestModificacionSinAutenticacion","test_modification","",""
"PASO 2 — Consultar estado Alta.","3","test_e2e_02_estado_alta[Nokia-VTR]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PASO 1 — Alta de acceso FTTH (service-activation).","3","test_e2e_01_alta[Huawei-Entel]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: build_reset con vendor=""cisco"".

        Resultado esperado: CommandBuilderError con mención del vendor.
        ","0","test_reset_vendor_desconocido_lanza_error","tests.unit","2026-07-20","passed","2026-07-20","TestValidacionVendorProducto","test_command_builder","",""
"Activación: fallo SSH devuelve u_return_code=60.","3","test_rc002a_activacion_ssh_credentials_error","tests.api","2026-07-20","passed","2026-07-20","TestCodigosRealesJeffrey","test_return_codes_real","",""
"PV-MOD: Modificación — combinaciones VNO × OLT × operación faltantes en la matriz.","4","test_mod_matriz[PV-MOD-235-ENTEL-OLT-SCL-010-False-UNBLOCK]","tests.api","2026-07-20","passed","2026-07-20","","test_modification","",""
"PASO 3 — Cambio Plan Comercial 100M/20M -> 200M/50M (service-modification).","4","test_e2e_03_modificacion[Huawei-GTD]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Mismo vendor Nokia, mismo ONT, pero producto distinto.

        SSAA y FTTH usan templates completamente distintos.
        Si se confunden, un cliente empresarial (SSAA) recibiría la
        configuración de un cliente residencial (FTTH) y viceversa.

        Resultado esperado: los conjuntos de comandos son distintos.
        ","0","test_nokia_ssaa_y_ftth_generan_comandos_distintos","tests.unit","2026-07-20","passed","2026-07-20","TestHuaweiSSAA","test_command_builder","",""
"
        ESCENARIO: Se intenta activar SSAA sin especificar grupos.

        Sin grupos no hay servicios que configurar — es un request inválido.

        Resultado esperado: CommandBuilderError con mención de 'groups'.
        ","0","test_nokia_ssaa_sin_groups_lanza_error","tests.unit","2026-07-20","passed","2026-07-20","TestNokiaSSAA","test_command_builder","",""
"
        ESCENARIO: Conmutación BP→Komands — flag FTTH activado para la VNO seleccionada.

        Cuando el Feature Flag está activo para la VNO+FTTH, Komands debe
        procesar la baja y devolver 202+ACCEPTED. Es la condición normal
        de operación para los VNOs que ya migraron a Komands.

        Resultado esperado: HTTP 202.
        ","8","test_flg01_flag_activo_baja_devuelve_202[TCH[00]]","tests.api","2026-07-20","passed","2026-07-20","TestFeatureFlagsBaja","test_feature_flags_postventa","",""
"
        ESCENARIO: Cada VNO autorizado envía una activación.

        VNOs verificados en portal real (onf-komands.cl:9010) — 2026-06-17:
        DTV, VTR, ENTEL, TCH, Claro, GTD, WOM, Genérico.
        Si alguno falla con 403, ese VNO no está en la lista del mock.

        Resultado esperado: HTTP 202 para cada VNO.
        ","3","test_act17_todos_los_vnos_pueden_activar[Claro]","tests.api","2026-07-20","passed","2026-07-20","TestActivacionMultiVNO","test_activation","",""
